block_timestamp,liquidity_rate,stable_borrow_rate,variable_borrow_rate,liquidity_index,variable_borrow_index
2024-06-02 00:00:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:01:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:02:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:03:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:04:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:05:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:06:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:07:00,0.063270017772932795966792306,0.114798244422562416688282132,0.095964888451248333765642653,1.093911626733345459196766935,1.137233350201787466386260577
2024-06-02 00:08:00,0.063270048997963104403881846,0.114798245620851739571307513,0.095964912417034791426150268,1.093911885707005775074432958,1.137233758556364480229533674
2024-06-02 00:09:00,0.063270048997963104403881846,0.114798245620851739571307513,0.095964912417034791426150268,1.093911885707005775074432958,1.137233758556364480229533674
2024-06-02 00:10:00,0.063270048997963104403881846,0.114798245620851739571307513,0.095964912417034791426150268,1.093911885707005775074432958,1.137233758556364480229533674
2024-06-02 00:11:00,0.063270048997963104403881846,0.114798245620851739571307513,0.095964912417034791426150268,1.093911885707005775074432958,1.137233758556364480229533674
2024-06-02 00:12:00,0.063270048997963104403881846,0.114798245620851739571307513,0.095964912417034791426150268,1.093911885707005775074432958,1.137233758556364480229533674
2024-06-02 00:13:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:14:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:15:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:16:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:17:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:18:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:19:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:20:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:21:00,0.063268302653688864979072136,0.114798177539952822528521381,0.09596355079905645057042762,1.093912548504247381224792156,1.137234803667963212310836767
2024-06-02 00:22:00,0.063268556483294847687000391,0.114798187345591111947032863,0.095963746911822238940657272,1.093913734608294780004914294,1.137236672386787709269021646
2024-06-02 00:23:00,0.063268556483294847687000391,0.114798187345591111947032863,0.095963746911822238940657272,1.093913734608294780004914294,1.137236672386787709269021646
2024-06-02 00:24:00,0.063268138188541610944225177,0.11479817103377645770974648,0.095963420675529154194929603,1.093913958462143600512417672,1.13723702536807626201388451
2024-06-02 00:25:00,0.063268138188541610944225177,0.11479817103377645770974648,0.095963420675529154194929603,1.093913958462143600512417672,1.13723702536807626201388451
2024-06-02 00:26:00,0.063268041501189255639885482,0.114798167866654121556852898,0.095963357333082431137057964,1.093914270099818880533999544,1.137237516771911401086826499
2024-06-02 00:27:00,0.063268041501189255639885482,0.114798167866654121556852898,0.095963357333082431137057964,1.093914270099818880533999544,1.137237516771911401086826499
2024-06-02 00:28:00,0.063267583607415749610068082,0.114798150632046024711756496,0.095963012640920494235129908,1.093914515898156546600594833,1.137237904357862659772452128
2024-06-02 00:29:00,0.063267583607415749610068082,0.114798150632046024711756496,0.095963012640920494235129908,1.093914515898156546600594833,1.137237904357862659772452128
2024-06-02 00:30:00,0.063267346554877869608275338,0.114798141376762803432589781,0.095962827535256068651795624,1.093914801197898181995216552,1.13723835423303977371286317
2024-06-02 00:31:00,0.063266771058954913527761727,0.114798118945633733701725569,0.095962378912674674034511378,1.093914950431088959679362158,1.137238589551980163972119064
2024-06-02 00:32:00,0.063266773606156604293011438,0.114798119037043975717255148,0.095962380740879514345102962,1.09391506454956529778087553,1.137238769500949705669885553
2024-06-02 00:33:00,0.063266773606156604293011438,0.114798119037043975717255148,0.095962380740879514345102962,1.09391506454956529778087553,1.137238769500949705669885553
2024-06-02 00:34:00,0.063266946428042493846460534,0.114798125593977011546636922,0.095962511879540230932738449,1.093915358624142994752140264,1.137239233215742049075817258
2024-06-02 00:35:00,0.063267296982919717209270909,0.114798139247487072477135186,0.095962784949741449542703719,1.093915411294374646872800314,1.137239316269271155860645109
2024-06-02 00:36:00,0.063266884691633892246380787,0.114798123567400398081404863,0.09596247134800796162809727,1.093915499078584693237552519,1.137239454692227040211169134
