timestamp,liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg
1726956000,0,0,1.32163888,0
1726959600,0,0,1.32163888,0
1726963200,0,0,1.32163888,0
1726966800,0,0,1.32163888,0
1726970400,0,0,1.32163888,0
1726974000,0,0,1.32163888,0
1726977600,0,0,1.32163888,0
1726981200,0.057468397439073594,0.10091795743007748,1.3214013408333334,0
1726984800,0.09851725275269758,0.17300221273727567,1.32123167,0
1726988400,0.09851725275269758,0.17300221273727567,1.32123167,0
1726992000,0.09851725275269758,0.17300221273727567,1.32123167,0
1726995600,0.09851725275269758,0.17300221273727567,1.32123167,0
1726999200,0.09851725275269758,0.17300221273727567,1.32123167,0
1727002800,0.09851725275269758,0.17300221273727567,1.32123167,0
1727006400,0.09851725275269758,0.17300221273727567,1.32123167,0
1727010000,0.0164195421254496,0.02883370212287928,1.3210971783333334,0
1727013600,0,0,1.32107028,0
1727017200,0,0,1.32107028,0
1727020800,0,0,1.32107028,0
1727024400,0,0,1.32107028,0
1727028000,0,0,1.32107028,0
1727031600,0,0,1.32107028,0
1727035200,0,0,1.32107028,0
1727038800,0,0,1.32107028,0
1727042400,0,0,1.32107028,0
1727046000,0,0,1.32107028,0
1727049600,0,0,1.32107028,0
1727053200,0,0,1.32107028,0
1727056800,0,0,1.32107028,0
1727060400,0,0,1.32107028,0
1727064000,0,0,1.32107028,0
1727067600,0,0,1.32107028,0
1727071200,0,0,1.32107028,0
1727074800,0,0,1.32107028,0
1727078400,0.2955916736965368,0.5188567828424688,1.32165925,0
1727082000,0.20024775156081456,0.3515009283439459,1.3216524633333333,0
1727085600,0.00955990728937008,0.01678921934690016,1.32163889,0
1727089200,0.00955990728937008,0.01678921934690016,1.32163889,0
1727092800,0.00955990728937008,0.01678921934690016,1.32163889,0
1727096400,0.00955990728937008,0.01678921934690016,1.32163889,0
1727100000,0.01260556144280784,0.02213779547253888,1.3216117433333332,0
1727103600,0.01412838851952672,0.02481208353535824,1.32159817,0
1727107200,0.01412838851952672,0.02481208353535824,1.32159817,0
1727110800,0.01412838851952672,0.02481208353535824,1.32159817,0
1727114400,0.01412838851952672,0.02481208353535824,1.32159817,0
1727118000,0.01412838851952672,0.02481208353535824,1.32159817,0
1727121600,0.01412838851952672,0.02481208353535824,1.32159817,0
1727125200,0.01412838851952672,0.02481208353535824,1.32159817,0
1727128800,0.01412838851952672,0.02481208353535824,1.32159817,0
1727132400,0.2216642565188952,0.3892711906801001,1.32159817,0
1727136000,0.06211338120982008,0.10907343722955311,1.321402895,0
1727139600,0.02642982672983472,0.04640735731863024,1.32136384,0
1727143200,0.02642982672983472,0.04640735731863024,1.32136384,0
1727146800,0.02642982672983472,0.04640735731863024,1.32136384,0
1727150400,0.02642982672983472,0.04640735731863024,1.32136384,0
1727154000,0.02642982672983472,0.04640735731863024,1.32136384,0
1727157600,0.02642982672983472,0.04640735731863024,1.32136384,0
1727161200,0.02642982672983472,0.04640735731863024,1.32136384,0
1727164800,0.02642982672983472,0.04640735731863024,1.32136384,0
1727168400,0,0,1.32075412,0
1727172000,0,0,1.32075412,0
1727175600,0,0,1.32075412,0
1727179200,0,0,1.32075412,0
1727182800,0,0,1.32075412,0
1727186400,0,0,1.32075412,0
1727190000,0.08522116361749081,0.1495831698603871,1.3207539899999998,0
1727193600,0.10752654770782595,0.18873301197920686,1.3207377075,0
1727197200,0.029740512120446882,0.05219978949175968,1.32073241,0
1727200800,0.029740512120446882,0.05219978949175968,1.32073241,0
1727204400,0.029740512120446882,0.05219978949175968,1.32073241,0
1727208000,0.014870256060223441,0.02609989474587984,1.3207338949999998,0
1727211600,0,0,1.32073538,0
1727215200,0,0,1.32073538,0
1727218800,0,0,1.32073538,0
1727222400,0,0,1.32073538,0
1727226000,0,0,1.32073538,0
1727229600,0.03090401610697224,0.05424183583025832,1.3204302049999999,0
1727233200,0.04120535480929632,0.07232244777367776,1.32032848,0
1727236800,0.04120535480929632,0.07232244777367776,1.32032848,0
1727240400,0.04016443069274688,0.07049371238331768,1.3203324691666667,0
1727244000,0.02871426541070304,0.0503776230893568,1.32037635,0
1727247600,0.02871426541070304,0.0503776230893568,1.32037635,0
1727251200,0.02871426541070304,0.0503776230893568,1.32037635,0
1727254800,0.04901035911942816,0.0859889021545584,1.3204849566666668,0
1727258400,0.10404101980761911,0.1825564284001152,1.3205392950000001,0
1727262000,0.026461644413171042,0.04643459801388431,1.32053937,0
1727265600,0.026461644413171042,0.04643459801388431,1.32053937,0
1727269200,0.026461644413171042,0.04643459801388431,1.32053937,0
1727272800,0.008820548137723679,0.01547819933796144,1.3205364833333333,0
1727276400,0.0032489165182870796,0.00570108866119524,1.3205352575,0
1727280000,0.00433188869104944,0.00760145154826032,1.32053533,0
1727283600,0.00433188869104944,0.00760145154826032,1.32053533,0
1727287200,0.00433188869104944,0.00760145154826032,1.32053533,0
1727290800,0.00433188869104944,0.00760145154826032,1.32053533,0
1727294400,0.00433188869104944,0.00760145154826032,1.32053533,0
1727298000,0.0720682019840556,0.12646434685193458,1.32053533,0
1727301600,0.07822604864705617,0.13727006460681407,1.32053533,0
1727305200,0.012814262530920361,0.02248612828996392,1.3205861925,0
1727308800,0.02518170057466272,0.04418782495758431,1.32073878,0
1727312400,0.02518170057466272,0.04418782495758431,1.32073878,0
1727316000,0.02275167901099392,0.03992723914723992,1.3207388,0
1727319600,0.02032165744732512,0.03566665333689552,1.32073882,0
1727323200,0.02032165744732512,0.03566665333689552,1.32073882,0
