timestamp,liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg
1726956000,0.053656247605937235,0.07863258423005555,1.1436586627272727,0
1726959600,0.070094160403344,0.1032746665897674,1.1437826866666667,0
1726963200,0.06577589524066883,0.09683889516114515,1.1471916725,0
1726966800,0.06748853943606876,0.0985862452548492,1.1487499741666667,0
1726970400,0.07005372288305615,0.10320583866898031,1.1467736683333334,0
1726974000,0.0507342169348254,0.07466854521769199,1.1437249708333335,0
1726977600,0.05222155658372568,0.07628403589032276,1.1435291774999998,0
1726981200,0.05311083095464464,0.07723010480213376,1.1435471866666667,0
1726984800,0.05445806123186856,0.07737918141131135,1.1436053316666668,0
1726988400,0.05216083041242232,0.07634573582923547,1.1435106333333334,0
1726992000,0.04890414578446764,0.07061048240279293,1.1423073708333333,0
1726995600,0.047443175904420716,0.06956196428554416,1.14187089,0
1726999200,0.04782937683150144,0.0700954929706896,1.14188231,0
1727002800,0.047051625416466604,0.06944255022917196,1.1406096016666665,0
1727006400,0.0385309036350054,0.056893043218149,1.1423383958333333,0
1727010000,0.02702294584625664,0.039927013325538836,1.14200499,0
1727013600,0.03922482462268536,0.057992647931245804,1.14158955,0
1727017200,0.0499411938156984,0.07386816895112232,1.140854466666667,0
1727020800,0.04650206460171084,0.06875194577018616,1.1417912508333334,0
1727024400,0.04477616246976516,0.0661801738113828,1.1421075358333332,0
1727028000,0.053840124941294164,0.07928596968171768,1.1425163999999999,0
1727031600,0.05096711568987288,0.073787261970807,1.1429038558333333,0
1727035200,0.05146479830990016,0.07500731869360548,1.1429087433333334,0
1727038800,0.05104273766111533,0.07539120210748068,1.1431672675,0
1727042400,0.026364829366736637,0.03894097525759728,1.14326215,0
1727046000,0.03695474299899672,0.05353165319482728,1.138817465,0
1727049600,0.0370885531941936,0.054899481050432276,1.1349051875,0
1727053200,0.03279732311210508,0.04809486295037844,1.1334394258333333,0
1727056800,0.03719352102555636,0.05475725318209824,1.1350929075,0
1727060400,0.0392393348046738,0.055323070907976724,1.1353954633333332,0
1727064000,0.0361527936718608,0.05311538797208184,1.1376277666666665,0
1727067600,0.042783340796315274,0.06196526163356832,1.1397612483333333,0
1727071200,0.07950107821386528,0.08618047499699279,1.1451536783333334,0
1727074800,0.0927231878897082,0.11018885710668264,1.1477783691666668,0
1727078400,0.08099181658644336,0.11765397989355553,1.1543513200000002,0
1727082000,0.08686691330615857,0.12091942551859092,1.1558628658333334,0
1727085600,0.08334873115739351,0.12206149559685071,1.1548134641666667,0
1727089200,0.07976834670028968,0.11607059514043656,1.1545007991666667,0
1727092800,0.07470163539697176,0.10977679489158865,1.1528442566666666,0
1727096400,0.06859509607645813,0.10093558058358011,1.1505650341666667,0
1727100000,0.037275334784289356,0.054867480254310604,1.15015025,0
1727103600,0.06438397997197944,0.09482365703301264,1.1489716016666667,0
1727107200,0.024183111904128002,0.035634579744280324,1.1481028116666667,0
1727110800,0.06256960046815645,0.09217948277808756,1.1482046958333332,0
1727114400,0.06588070859782368,0.09692631723512951,1.1488971516666666,0
1727118000,0.053280616705481156,0.07831412067545136,1.1513031725,0
1727121600,0.07460833941871849,0.10709801598179663,1.1509144641666667,0
1727125200,0.06799623708339936,0.09935336529306288,1.1511685808333334,0
1727128800,0.06659162303572692,0.09733767225316343,1.1517809941666668,0
1727132400,0.07017595205223996,0.10315013350436099,1.15167398,0
1727136000,0.06270627548076409,0.09210000668506273,1.1502657733333332,0
1727139600,0.07234023246198336,0.10639380991200913,1.1494788058333334,0
1727143200,0.053568596947793756,0.07770890492333209,1.1406655650000002,0
1727146800,0.025256354015242802,0.037586205396566284,1.13058363,0
1727150400,0.03749352021804672,0.055141431514574756,1.1342893658333333,0
1727154000,0.037491321188063524,0.0538667791638426,1.1360385925,0
1727157600,0.038985253970038915,0.055309497032587675,1.136133815,0
1727161200,0.03813103087709436,0.0547931797566534,1.1370509216666667,0
1727164800,0.03685740700898412,0.0538359226053858,1.1379294833333333,0
1727168400,0.03740901673792176,0.05497184468641392,1.1378532866666666,0
1727172000,0.037274665390352284,0.05492885997731004,1.1382525483333332,0
1727175600,0.03820406014124676,0.055922857042931644,1.1388288933333335,0
1727179200,0.032121575135234996,0.045503706205865524,1.1391596858333333,0
1727182800,0.08915396988249828,0.1212108843061656,1.1540462791666666,0
1727186400,0.09710166907506528,0.13873410648911663,1.160140605,0
1727190000,0.05854531748049648,0.08189328091008095,1.1600997874999999,0
1727193600,0.0590913396329922,0.087072866195175,1.149885845,0
1727197200,0.06696422858120687,0.09009575738056692,1.1478261633333333,0
1727200800,0.058434053345426167,0.08600585251470083,1.1492188416666667,0
1727204400,0.07243161832361196,0.10644887353523401,1.1507670741666667,0
1727208000,0.06463422241412148,0.09512256472738308,1.1496006091666666,0
1727211600,0.06219450261914112,0.09155586231296568,1.1494821225,0
1727215200,0.06312497330377297,0.09292906062979668,1.1498054166666667,0
1727218800,0.06216193112096808,0.0915450404734476,1.1492501075000001,0
1727222400,0.040704457104843834,0.06010497971118287,1.1440447583333333,0
1727226000,0.045585161805411,0.06569765665076881,1.1331549783333335,0
1727229600,0.037666219503001676,0.0561795780223692,1.125953495,0
1727233200,0.02242690299734364,0.03348415250341164,1.1256989591666666,0
1727236800,0.03575811538981548,0.05287912973654472,1.1287272325,0
1727240400,0.04003256177571096,0.0590652822954168,1.1323248,0
1727244000,0.03640057468429032,0.05324008292888544,1.1304572800000001,0
1727247600,0.05852197959679548,0.08616863871157897,1.1466010775,0
